epoch,step,time,loss.global.train,loss.global.val,loss.crf.train,loss.crf.val,metric.accuracy.train,metric.accuracy.val,lr,checkpoint
0,80,7,2.9889544957800758,2.3785271644592285,2.9889544957800758,2.3785271644592285,0.6079732345614914,0.5443631834902968,1.58e-05,no
0,160,6,2.321512061357498,1.7566759586334229,2.321512061357498,1.7566759586334229,0.4470462622654758,0.38727965785455387,3.18e-05,no
0,240,6,1.6773072376847267,1.5265034437179565,1.6773072376847267,1.5265034437179565,0.3430611638347675,0.23315820065664122,4.78e-05,no
0,320,6,1.5499629884958268,1.5616651773452759,1.5499629884958268,1.5616651773452759,0.19031456017553142,0.14162165077123418,6.379999999999999e-05,no
0,400,6,1.4634408116340638,1.4495747089385986,1.4634408116340638,1.4495747089385986,0.21897793532330076,0.16012954504151738,7.98e-05,no
0,480,6,1.4275848910212516,1.407726764678955,1.4275848910212516,1.407726764678955,0.20727744096346673,0.1549859205450299,9.58e-05,no
0,560,6,1.4116216793656349,1.4091920852661133,1.4116216793656349,1.4091920852661133,0.18815574832986579,0.14546898547056833,0.0001118,no
0,640,6,1.4191717103123664,1.3921446800231934,1.4191717103123664,1.3921446800231934,0.20085031887150706,0.1699067492887577,0.0001278,no
0,720,6,1.3848080307245254,1.3740816116333008,1.3848080307245254,1.3740816116333008,0.2288351345594539,0.18973732768467555,0.00014380000000000003,no
0,800,6,1.393745666742325,1.3803951740264893,1.393745666742325,1.3803951740264893,0.2300835777161222,0.18984974985823486,0.0001598,no
0,880,6,1.374014849960804,1.3437955379486084,1.374014849960804,1.3437955379486084,0.25956070778026374,0.22532414999642775,0.00017580000000000002,no
0,960,6,1.3929094046354293,1.3722779750823975,1.3929094046354293,1.3722779750823975,0.2666217195479891,0.22678463783064237,0.0001918,no
0,1040,6,1.3704769164323807,1.3316071033477783,1.3704769164323807,1.3316071033477783,0.29346816197140824,0.25948142128747564,0.0002078,no
0,1120,6,1.3655910968780518,1.286365270614624,1.3655910968780518,1.286365270614624,0.37399826753959153,0.3289907578133993,0.0002238,no
0,1200,6,1.2946004018187522,1.1926814317703247,1.2946004018187522,1.1926814317703247,0.433594095326246,0.41677307917368245,0.00023980000000000003,no
0,1280,6,1.1789140462875367,1.0495009422302246,1.1789140462875367,1.0495009422302246,0.5046152612161491,0.5044679221163513,0.00025580000000000004,no
0,1360,6,1.038806503266096,0.886092483997345,1.038806503266096,0.886092483997345,0.5659660795312331,0.5820784922226916,0.0002718,no
0,1440,6,0.8808014988899231,0.7475225329399109,0.8808014988899231,0.7475225329399109,0.6348870083779323,0.6482273054518701,0.0002878,no
0,1520,6,0.8580151826143265,0.6098235249519348,0.8580151826143265,0.6098235249519348,0.6720110987186856,0.7125570410168391,0.0003038,no
0,1600,6,0.7475457571446895,0.551355242729187,0.7475457571446895,0.551355242729187,0.692815563062093,0.7321867788381717,0.00031979999999999997,no
0,1680,6,0.7736549988389015,0.507416844367981,0.7736549988389015,0.507416844367981,0.6778520082068754,0.7547829503606593,0.0003358,no
0,1760,6,0.6993612483143806,0.4776013493537903,0.6993612483143806,0.4776013493537903,0.7322467114547482,0.7731380491415677,0.0003518,no
0,1840,6,0.5599450070410967,0.43673044443130493,0.5599450070410967,0.43673044443130493,0.7454889155750892,0.7912144524528735,0.00036780000000000005,no
1,1920,3,0.5597083732485771,0.4780887961387634,0.5597083732485771,0.4780887961387634,0.7472699002033404,0.7879432373505073,0.0003838,no
1,2000,6,0.6434838324785233,0.4608955681324005,0.6434838324785233,0.4608955681324005,0.7527728417091781,0.7879272709592684,0.0003998,no
1,2080,6,0.5490395244210958,0.4500148892402649,0.5490395244210958,0.4500148892402649,0.7441920207808546,0.7885514867528021,0.0004158,no
1,2160,6,0.6079082921147346,0.43501561880111694,0.6079082921147346,0.43501561880111694,0.7947679196083676,0.8033217510920727,0.00043180000000000003,no
1,2240,6,0.5318740725517273,0.4282536506652832,0.5318740725517273,0.4282536506652832,0.7735435611953478,0.8126090844303614,0.0004478,no
1,2320,6,0.7087058749049902,0.38234394788742065,0.7087058749049902,0.38234394788742065,0.7614755002052584,0.81476236441349,0.0004638,no
1,2400,6,0.5631136648356915,0.38636720180511475,0.5631136648356915,0.38636720180511475,0.7662461288474711,0.8091652184421031,0.0004798,no
1,2480,6,0.6733793631196022,0.3951128423213959,0.6733793631196022,0.3951128423213959,0.7817925826024335,0.8063489802315944,0.0004958,no
1,2560,6,0.4769180379807949,0.3716771900653839,0.4769180379807949,0.3716771900653839,0.7720787068069961,0.8192577856596881,0.0005118000000000001,no
1,2640,6,0.5379333086311817,0.4220941662788391,0.5379333086311817,0.4220941662788391,0.8333566621721638,0.8058143006869296,0.0005278,no
1,2720,6,0.5669217284768819,0.38471806049346924,0.5669217284768819,0.38471806049346924,0.7489083966805452,0.8152261309160387,0.0005438,no
1,2800,6,0.5611490219831466,0.39203301072120667,0.5611490219831466,0.39203301072120667,0.8055747984708344,0.8286066754013813,0.0005598,no
1,2880,6,0.466058462113142,0.40732115507125854,0.466058462113142,0.40732115507125854,0.7993391663654932,0.819821572522018,0.0005758,no
1,2960,6,0.5338112242519856,0.3377642035484314,0.5338112242519856,0.3377642035484314,0.8131167587967959,0.8421849345838525,0.0005918,no
1,3040,6,0.4579694837331772,0.43993812799453735,0.4579694837331772,0.43993812799453735,0.7888704887876643,0.8113181389437429,0.0006078,no
1,3120,6,0.5181488323956728,0.3255428075790405,0.5181488323956728,0.3255428075790405,0.8240618467505612,0.8356389044840709,0.0006238,no
1,3200,6,0.4598925396800041,0.3597947061061859,0.4598925396800041,0.3597947061061859,0.7997218188297806,0.8229601638726758,0.0006398,no
1,3280,6,0.4055244766175747,0.3402162194252014,0.4055244766175747,0.3402162194252014,0.8246012469484106,0.8333317382156448,0.0006558000000000001,no
1,3360,6,0.48149675540626047,0.2981666326522827,0.48149675540626047,0.2981666326522827,0.8127829019452119,0.851905363513588,0.0006718,no
1,3440,6,0.4560333650559187,0.33852702379226685,0.4560333650559187,0.33852702379226685,0.7354146994256122,0.8335814966305413,0.0006878,no
1,3520,6,0.5242055676877498,0.31501179933547974,0.5242055676877498,0.31501179933547974,0.7810774906921106,0.8514573099827476,0.0007038,no
1,3600,6,0.48517491705715654,0.3320579528808594,0.48517491705715654,0.3320579528808594,0.7901129939949645,0.8500627624050692,0.0007198,no
1,3680,6,0.4089461021125317,0.27768242359161377,0.4089461021125317,0.27768242359161377,0.8576309764502129,0.8606326769447192,0.0007358,no
1,3760,6,0.4119671382009983,0.29302865266799927,0.4119671382009983,0.29302865266799927,0.7963730915232345,0.8511307163803978,0.0007518000000000001,no
2,3840,6,0.45953376293182374,0.33095961809158325,0.45953376293182374,0.33095961809158325,0.815254760724887,0.8479914620437317,0.0007678,no
2,3920,6,0.41880743838846685,0.3401079475879669,0.41880743838846685,0.3401079475879669,0.8236013731849885,0.8433161341934625,0.0007838000000000001,no
2,4000,6,0.47461382709443567,0.36438092589378357,0.47461382709443567,0.36438092589378357,0.7444613262009733,0.8245367093671006,0.0007997999999999999,no
2,4080,6,0.38711245991289617,0.3480958342552185,0.38711245991289617,0.3480958342552185,0.8257777388998954,0.8511741041417996,0.0008158,no
2,4160,6,0.5427752334624529,0.36864641308784485,0.5427752334624529,0.36864641308784485,0.7171016496830142,0.8494506695115491,0.0008318,no
2,4240,6,0.5113076094537974,0.2970348298549652,0.5113076094537974,0.2970348298549652,0.8395551155392144,0.8512615888443777,0.0008478,no
2,4320,6,0.5283797211945057,0.35066336393356323,0.5283797211945057,0.35066336393356323,0.6870334104774221,0.8399115253556824,0.0008638000000000001,no
2,4400,6,0.49639624282717704,0.30203232169151306,0.49639624282717704,0.30203232169151306,0.8041460822425861,0.8530309357053237,0.0008798,no
2,4480,6,0.44047346115112307,0.30282390117645264,0.44047346115112307,0.30282390117645264,0.8422260861351722,0.8497915091740139,0.0008958000000000001,no
2,4560,6,0.45782468244433405,0.35332825779914856,0.45782468244433405,0.35332825779914856,0.8344985438575523,0.8381150622255338,0.0009118,no
2,4640,6,0.4448629681020975,0.2887364327907562,0.4448629681020975,0.2887364327907562,0.7534053152258404,0.8564665674913425,0.0009278,no
2,4720,6,0.4586148846894503,0.35240983963012695,0.4586148846894503,0.35240983963012695,0.8039391779594256,0.8324821332070766,0.0009438,no
2,4800,6,0.418054935708642,0.3338577151298523,0.418054935708642,0.3338577151298523,0.7492824767523336,0.852456007104697,0.0009598,no
2,4880,6,0.3911901403218508,0.2926256060600281,0.3911901403218508,0.2926256060600281,0.8153663410031157,0.8567504570890561,0.0009758,no
2,4960,6,0.47856411039829255,0.3715067505836487,0.47856411039829255,0.3715067505836487,0.7893043613681823,0.8377238833541499,0.0009918,no
2,5040,6,0.40952299125492575,0.28876253962516785,0.40952299125492575,0.28876253962516785,0.8014421454037128,0.8544220833516369,0.000999979630614891,no
2,5120,6,0.3838573839515448,0.31157413125038147,0.3838573839515448,0.31157413125038147,0.8403857341208274,0.8493966638484755,0.0009998035966018969,no
2,5200,6,0.35170632153749465,0.307464063167572,0.35170632153749465,0.307464063167572,0.8107308976588731,0.8487492469541884,0.000999447078832448,no
2,5280,6,0.4507305543869734,0.2670232653617859,0.4507305543869734,0.2670232653617859,0.8319578550630924,0.86324441771568,0.000998910207349387,no
2,5360,6,0.3929221421480179,0.2858922481536865,0.3929221421480179,0.2858922481536865,0.8479667497066112,0.8517687842680473,0.000998193177981084,no
2,5440,6,0.4794495690613985,0.2543944716453552,0.4794495690613985,0.2543944716453552,0.801900820011513,0.8752446576958179,0.0009972962522700082,no
2,5520,6,0.4262241691350937,0.2538855969905853,0.4262241691350937,0.2538855969905853,0.8575029285899292,0.874716041583737,0.0009962197573773245,no
2,5600,6,0.3246183518320322,0.2550719380378723,0.3246183518320322,0.2550719380378723,0.8286473157171921,0.8697032043338325,0.0009949640859635623,no
3,5680,3,0.3433746434748173,0.2903388738632202,0.3433746434748173,0.2903388738632202,0.8383605601655122,0.8586492661867688,0.0009935296960453886,no
3,5760,6,0.43895445875823497,0.3038790822029114,0.43895445875823497,0.3038790822029114,0.8372454988375484,0.8600237727834376,0.0009919171108285405,no
3,5840,6,0.3707978617399931,0.31010130047798157,0.3707978617399931,0.31010130047798157,0.8180391665726539,0.8539976999575617,0.0009901269185169832,no
3,5920,6,0.43732648268342017,0.2991172671318054,0.43732648268342017,0.2991172671318054,0.8696988898121537,0.86483988430243,0.0009881597720983561,no
3,6000,6,0.3704815201461315,0.28715962171554565,0.3704815201461315,0.28715962171554565,0.8150309481014376,0.8520549283529105,0.0009860163891057929,no
3,6080,6,0.5505077853798866,0.2664439082145691,0.5505077853798866,0.2664439082145691,0.8295335571407548,0.8637449110297574,0.0009836975513561916,no
